x,y,space,comm_range,disruption_range,R,nb_tag_loc,sink_allocation,nb_sink,nb_ch,agregation,directory,dist_sink,name
20,20,1,1.5,2,1,1,best,1,8,1,./result/ch8-agr1-sink1-dist-13.5/,13.5,"Ch8,A1,S1"
20,20,1,1.5,2,1,1,best,2,8,1,./result/ch8-agr1-sink2-dist-13.5/,13.5,"Ch8,A1,S2"
20,20,1,1.5,2,1,1,best,3,8,1,./result/ch8-agr1-sink3-dist-13.5/,13.5,"Ch8,A1,S3"
20,20,1,1.5,2,1,1,best,4,8,1,./result/ch8-agr1-sink4-dist-13.5/,13.5,"Ch8,A1,S4"
20,20,1,1.5,2,1,1,best,5,8,1,./result/ch8-agr1-sink5-dist-13.5/,13.5,"Ch8,A1,S5"
20,20,1,1.5,2,1,1,best,9,8,1,./result/ch8-agr1-sink9-dist-13.5/,13.5,"Ch8,A1,S9"
20,20,1,1.5,2,1,1,best,18,8,1,./result/ch8-agr1-sink18-dist-13.5/,13.5,"Ch8,A1,S18"
20,20,1,1.5,2,1,1,all,441,8,1,./result/ch8-agr1-sink440-dist-13.5/,13.5,"Ch8,A1,SAll"
